sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibB_56615_r2	ZNF76	1.1694e+05	1.1962e+05	1.1694e+05	1.1962e+05	0.032683	3.5897e+06	3.5229e+07	0.45143	0.67416	0.32584	0.65168	0.7919	True
HGLibA_23069_r0	IL2	2287.3	2142.7	2287.3	2142.7	-0.094177	10456	1.0264e+05	0.45136	0.32587	0.67413	0.65173	0.7919	False
HGLibA_24676_r2	KIAA1009	40788	42007	40788	42007	0.042508	7.4384e+05	7.3591e+06	0.44962	0.67351	0.32649	0.65299	0.79299	True
HGLibB_57633_r0	NonTargetingControlGuideForHuman_0605	1.5091e+05	1.477e+05	1.5091e+05	1.477e+05	-0.031094	5.177e+06	5.1481e+07	0.44847	0.32691	0.67309	0.65382	0.79319	False
HGLibA_52103_r2	TTC3	33636	32582	33636	32582	-0.045933	5.5553e+05	5.5259e+06	0.4484	0.32693	0.67307	0.65386	0.79319	False
HGLibB_05187_r1	C11orf82	77887	75925	77887	75925	-0.036803	1.9243e+06	1.925e+07	0.44713	0.32739	0.67261	0.65478	0.79387	False
HGLibA_63732_r2	hsa-mir-6887	32123	33137	32123	33137	0.044822	5.1381e+05	5.1608e+06	0.44623	0.67228	0.32772	0.65543	0.79405	True
HGLibB_10485_r2	COL10A1	26459	27336	26459	27336	0.047046	3.8464e+05	3.8686e+06	0.44593	0.67218	0.32782	0.65565	0.79405	True
HGLibB_04284_r0	BCL10	10185	9756.7	10185	9756.7	-0.06199	91767	9.3762e+05	0.44243	0.32909	0.67091	0.65818	0.79668	False
HGLibB_34512_r0	OR8U1	48725	47362	48725	47362	-0.040945	9.2951e+05	9.5851e+06	0.4404	0.32983	0.67017	0.65965	0.79803	False
HGLibA_25574_r0	KRT86	1.057e+05	1.0329e+05	1.057e+05	1.0329e+05	-0.033305	2.9093e+06	3.0313e+07	0.43812	0.33065	0.66935	0.6613	0.79945	False
HGLibA_30724_r2	MYH3	91080	88922	91080	88922	-0.034591	2.3281e+06	2.4294e+07	0.43779	0.33077	0.66923	0.66154	0.79945	False
HGLibA_54845_r2	ZBTB22	98827	1.0111e+05	98827	1.0111e+05	0.032984	2.6118e+06	2.7429e+07	0.43639	0.66872	0.33128	0.66255	0.80023	True
HGLibB_57642_r0	NonTargetingControlGuideForHuman_0614	2.3743e+05	2.4181e+05	2.3743e+05	2.4181e+05	0.026359	9.5829e+06	1.0102e+08	0.43557	0.66842	0.33158	0.66315	0.80023	True
HGLibB_53698_r1	VPS33A	35733	36801	35733	36801	0.042502	5.7071e+05	6.0455e+06	0.43452	0.66804	0.33196	0.66391	0.80023	True
HGLibA_07346_r0	CAST	1.1051e+05	1.1298e+05	1.1051e+05	1.1298e+05	0.031925	3.0572e+06	3.2388e+07	0.4345	0.66804	0.33196	0.66393	0.80023	True
HGLibB_36838_r0	PLA2G2A	24576	25385	24576	25385	0.046717	3.2714e+05	3.4668e+06	0.43443	0.66801	0.33199	0.66398	0.80023	True
HGLibA_20734_r0	H1F0	2.3982e+05	2.3544e+05	2.3982e+05	2.3544e+05	-0.026602	9.5988e+06	1.0254e+08	0.4327	0.33262	0.66738	0.66524	0.80131	False
HGLibA_19831_r2	GPN3	1.3239e+05	1.2958e+05	1.3239e+05	1.2958e+05	-0.030952	3.9481e+06	4.2368e+07	0.4317	0.33298	0.66702	0.66596	0.80174	False
HGLibB_20348_r1	GRPR	1.5175e+05	1.4868e+05	1.5175e+05	1.4868e+05	-0.029503	4.7178e+06	5.1906e+07	0.42636	0.33492	0.66508	0.66985	0.80599	False
HGLibB_57394_r0	NonTargetingControlGuideForHuman_0366	10540	10118	10540	10118	-0.059013	89245	9.8651e+05	0.42536	0.33529	0.66471	0.67057	0.80636	False
HGLibA_02181_r0	ANO4	18602	17958	18602	17958	-0.050779	2.0697e+05	2.2924e+06	0.42494	0.33544	0.66456	0.67088	0.80636	False
HGLibB_57642_r2	NonTargetingControlGuideForHuman_0614	2.0927e+05	2.1313e+05	2.0927e+05	2.1313e+05	0.026365	7.4477e+06	8.3722e+07	0.4218	0.66341	0.33659	0.67317	0.80868	True
HGLibB_58026_r1	NonTargetingControlGuideForHuman_0998	75084	73286	75084	73286	-0.03498	1.6176e+06	1.823e+07	0.42127	0.33678	0.66322	0.67356	0.80871	False
HGLibB_55620_r2	ZNF26	45156	43927	45156	43927	-0.039835	7.562e+05	8.5605e+06	0.42032	0.33712	0.66288	0.67425	0.8091	False
HGLibB_57816_r2	NonTargetingControlGuideForHuman_0788	32865	33831	32865	33831	0.041792	4.6656e+05	5.3388e+06	0.41807	0.66205	0.33795	0.6759	0.81064	True
HGLibA_31599_r1	NEDD1	45267	44052	45267	44052	-0.039254	7.3821e+05	8.5917e+06	0.41454	0.33924	0.66076	0.67848	0.8133	False
HGLibB_20705_r2	H1F0	73171	71441	73171	71441	-0.034522	1.4967e+06	1.7543e+07	0.41308	0.33978	0.66022	0.67955	0.81415	False
HGLibB_05537_r1	C17orf50	84658	86583	84658	86583	0.03245	1.8543e+06	2.1791e+07	0.41254	0.66003	0.33997	0.67994	0.81417	True
HGLibB_54542_r0	XRRA1	75578	77344	75578	77344	0.033334	1.5605e+06	1.8408e+07	0.41175	0.65974	0.34026	0.68052	0.81438	True
HGLibB_49583_r2	TLR10	23176	23909	23176	23909	0.044931	2.6878e+05	3.1775e+06	0.41131	0.65958	0.34042	0.68085	0.81438	True
HGLibA_19566_r0	GNPDA1	69270	67622	69270	67622	-0.034726	1.3571e+06	1.6171e+07	0.40969	0.34102	0.65898	0.68204	0.81537	False
HGLibB_20380_r1	GSDMB	1.2305e+05	1.2053e+05	1.2305e+05	1.2053e+05	-0.029844	3.1737e+06	3.8003e+07	0.40869	0.34138	0.65862	0.68277	0.81581	False
HGLibA_62421_r1	hsa-mir-581	71904	70226	71904	70226	-0.034065	1.4078e+06	1.7094e+07	0.40585	0.34243	0.65757	0.68485	0.81744	False
HGLibB_57591_r0	NonTargetingControlGuideForHuman_0563	73689	71981	73689	71981	-0.033847	1.4598e+06	1.7728e+07	0.40582	0.34244	0.65756	0.68488	0.81744	False
HGLibA_29227_r2	MICU3	65569	67134	65569	67134	0.034015	1.2236e+06	1.4903e+07	0.40522	0.65734	0.34266	0.68531	0.81744	True
HGLibB_57425_r2	NonTargetingControlGuideForHuman_0397	78237	80018	78237	80018	0.032472	1.5859e+06	1.9379e+07	0.40455	0.6571	0.3429	0.6858	0.81744	True
HGLibA_57371_r1	hsa-mir-1244-3	23874	23137	23874	23137	-0.045223	2.7142e+05	3.3206e+06	0.40432	0.34299	0.65701	0.68598	0.81744	False
HGLibA_63474_r0	hsa-mir-6824	2.4793e+05	2.4374e+05	2.4793e+05	2.4374e+05	-0.02457	8.7639e+06	1.0774e+08	0.40335	0.34335	0.65665	0.68669	0.81764	False
HGLibB_36541_r2	PIGT	72583	74259	72583	74259	0.032923	1.4036e+06	1.7334e+07	0.40242	0.65631	0.34369	0.68738	0.81764	True
HGLibA_43722_r2	SFMBT1	65793	64240	65793	64240	-0.034455	1.2055e+06	1.4979e+07	0.40119	0.34414	0.65586	0.68828	0.81764	False
HGLibB_01860_r1	ANAPC1	1.0306e+05	1.0523e+05	1.0306e+05	1.0523e+05	0.030028	2.3493e+06	2.9196e+07	0.40116	0.65585	0.34415	0.6883	0.81764	True
HGLibB_16636_r0	FAM63A	1.4283e+05	1.4559e+05	1.4283e+05	1.4559e+05	0.027611	3.8085e+06	4.7434e+07	0.40072	0.65569	0.34431	0.68862	0.81764	True
HGLibA_34398_r0	OR6C65	85126	87004	85126	87004	0.031481	1.7634e+06	2.197e+07	0.40065	0.65566	0.34434	0.68867	0.81764	True
HGLibA_28489_r1	MBD5	47586	46368	47586	46368	-0.037407	7.4178e+05	9.2541e+06	0.40039	0.34443	0.65557	0.68887	0.81764	False
HGLibB_36745_r1	PKD1L1	26377	27162	26377	27162	0.042314	3.0822e+05	3.8508e+06	0.4001	0.65546	0.34454	0.68908	0.81764	True
HGLibB_49583_r0	TLR10	13496	13023	13496	13023	-0.051445	1.1177e+05	1.4236e+06	0.39625	0.34596	0.65404	0.69192	0.82057	False
HGLibB_27348_r0	LRRC55	26302	25532	26302	25532	-0.042847	2.962e+05	3.8345e+06	0.39306	0.34714	0.65286	0.69428	0.82293	False
HGLibA_11403_r2	CSNK2A1	18029	18606	18029	18606	0.045449	1.6649e+05	2.1884e+06	0.39008	0.65176	0.34824	0.69648	0.8251	True
HGLibB_34351_r2	OR6C65	27742	26954	27742	26954	-0.041582	3.1062e+05	4.1504e+06	0.38689	0.34942	0.65058	0.69884	0.82746	False
HGLibA_40057_r1	RAD17	54595	53296	54595	53296	-0.034757	8.4449e+05	1.1351e+07	0.38574	0.34984	0.65016	0.69969	0.82802	False
HGLibB_01859_r0	ANAPC1	13604	14065	13604	14065	0.048113	1.0643e+05	1.4406e+06	0.38439	0.64965	0.35035	0.70069	0.82877	True
HGLibA_36792_r0	PKD1L1	53718	54985	53718	54985	0.033625	8.0231e+05	1.1081e+07	0.38054	0.64823	0.35177	0.70355	0.83133	True
HGLibB_57871_r0	NonTargetingControlGuideForHuman_0843	1.5599e+05	1.5879e+05	1.5599e+05	1.5879e+05	0.025646	3.914e+06	5.408e+07	0.38046	0.6482	0.3518	0.7036	0.83133	True
HGLibB_57633_r1	NonTargetingControlGuideForHuman_0605	1.3317e+05	1.3564e+05	1.3317e+05	1.3564e+05	0.02654	3.0565e+06	4.274e+07	0.37819	0.64736	0.35264	0.70529	0.83288	True
HGLibB_09613_r1	CHST13	1.103e+05	1.1244e+05	1.103e+05	1.1244e+05	0.02771	2.2879e+06	3.2297e+07	0.3764	0.64669	0.35331	0.70662	0.83361	True
HGLibA_04065_r2	BACH1	1.5161e+05	1.5431e+05	1.5161e+05	1.5431e+05	0.025526	3.6619e+06	5.1834e+07	0.37589	0.6465	0.3535	0.707	0.83361	True
HGLibA_22084_r1	HRC	45973	47088	45973	47088	0.034554	6.2096e+05	8.7917e+06	0.37584	0.64648	0.35352	0.70703	0.83361	True
HGLibB_01952_r1	ANKFN1	72456	74013	72456	74013	0.030671	1.212e+06	1.7289e+07	0.37443	0.64596	0.35404	0.70808	0.83441	True
HGLibA_62852_r1	hsa-mir-6500	83886	82156	83886	82156	-0.030053	1.4954e+06	2.1496e+07	0.373	0.35457	0.64543	0.70915	0.83479	False
HGLibA_23230_r2	IMMP1L	26331	27062	26331	27062	0.039468	2.6668e+05	3.8409e+06	0.37265	0.64529	0.35471	0.70941	0.83479	True
HGLibB_57759_r0	NonTargetingControlGuideForHuman_0731	73344	71784	73344	71784	-0.031018	1.217e+06	1.7605e+07	0.37182	0.35501	0.64499	0.71003	0.83479	False
HGLibB_53699_r2	VPS33A	64872	66295	64872	66295	0.03132	1.0135e+06	1.4668e+07	0.37174	0.64496	0.35504	0.71008	0.83479	True
HGLibA_27615_r2	LTN1	27097	27840	27097	27840	0.039032	2.7613e+05	4.008e+06	0.3712	0.64476	0.35524	0.71049	0.83479	True
HGLibA_49873_r0	TMEM110	2.1883e+05	2.1532e+05	2.1883e+05	2.1532e+05	-0.023322	6.1567e+06	8.9476e+07	0.37097	0.35533	0.64467	0.71066	0.83479	False
HGLibA_47845_r0	SUSD1	65049	66467	65049	66467	0.031095	1.0043e+06	1.4728e+07	0.3693	0.64405	0.35595	0.7119	0.83581	True
HGLibB_57173_r2	NonTargetingControlGuideForHuman_0145	77482	79092	77482	79092	0.029677	1.2966e+06	1.9102e+07	0.36846	0.64373	0.35627	0.71253	0.83611	True
HGLibB_57347_r2	NonTargetingControlGuideForHuman_0319	1.1216e+05	1.1004e+05	1.1216e+05	1.1004e+05	-0.027484	2.2397e+06	3.3109e+07	0.36782	0.3565	0.6435	0.71301	0.83623	False
HGLibB_57780_r1	NonTargetingControlGuideForHuman_0752	88872	87098	88872	87098	-0.029094	1.5741e+06	2.3423e+07	0.36661	0.35695	0.64305	0.71391	0.83684	False
HGLibB_25537_r0	KRT86	7352.6	7074.9	7352.6	7074.9	-0.055538	38559	5.7826e+05	0.36519	0.35749	0.64251	0.71497	0.83721	False
HGLibB_57154_r0	NonTargetingControlGuideForHuman_0126	2.2804e+05	2.316e+05	2.2804e+05	2.316e+05	0.02236	6.3435e+06	9.5134e+07	0.36518	0.64251	0.35749	0.71497	0.83721	True
HGLibA_34588_r1	ORAI1	78950	80566	78950	80566	0.029235	1.3061e+06	1.9643e+07	0.36467	0.64232	0.35768	0.71536	0.83721	True
HGLibB_05186_r0	C11orf82	1.1502e+05	1.1288e+05	1.1502e+05	1.1288e+05	-0.027032	2.2793e+06	3.4372e+07	0.36417	0.35786	0.64214	0.71573	0.83721	False
HGLibA_64104_r1	hsa-mir-8066	55247	56482	55247	56482	0.031895	7.6261e+05	1.1553e+07	0.36335	0.64183	0.35817	0.71635	0.83749	True
HGLibB_57273_r0	NonTargetingControlGuideForHuman_0245	27596	28331	27596	28331	0.037905	2.6987e+05	4.1181e+06	0.36203	0.64134	0.35866	0.71733	0.83764	True
HGLibA_05189_r2	C11orf82	11910	11517	11910	11517	-0.048469	77430	1.1826e+06	0.36186	0.35873	0.64127	0.71746	0.83764	False
HGLibA_54710_r1	YPEL2	1.6181e+05	1.5907e+05	1.6181e+05	1.5907e+05	-0.024577	3.7349e+06	5.7105e+07	0.36167	0.3588	0.6412	0.7176	0.83764	False
HGLibB_57395_r0	NonTargetingControlGuideForHuman_0367	3.1836e+05	3.2286e+05	3.1836e+05	3.2286e+05	0.020265	1.0141e+07	1.5629e+08	0.36023	0.64066	0.35934	0.71867	0.83828	True
HGLibA_48482_r0	TBC1D15	41787	42781	41787	42781	0.033919	4.9414e+05	7.6287e+06	0.35993	0.64055	0.35945	0.7189	0.83828	True
HGLibA_62381_r2	hsa-mir-573	1.4054e+05	1.3811e+05	1.4054e+05	1.3811e+05	-0.025205	2.9624e+06	4.6309e+07	0.35769	0.36029	0.63971	0.72058	0.83979	False
HGLibA_52103_r0	TTC3	72872	71388	72872	71388	-0.029676	1.1007e+06	1.7437e+07	0.35531	0.36118	0.63882	0.72236	0.84076	False
HGLibB_57403_r1	NonTargetingControlGuideForHuman_0375	1.0052e+05	1.024e+05	1.0052e+05	1.024e+05	0.026787	1.7742e+06	2.8129e+07	0.35517	0.63877	0.36123	0.72246	0.84076	True
HGLibA_18964_r0	GFRA1	1.2182e+05	1.2399e+05	1.2182e+05	1.2399e+05	0.025502	2.3599e+06	3.7437e+07	0.35506	0.63873	0.36127	0.72254	0.84076	True
HGLibB_57141_r1	NonTargetingControlGuideForHuman_0113	93952	95725	93952	95725	0.026972	1.5719e+06	2.5442e+07	0.35152	0.6374	0.3626	0.7252	0.84341	True
HGLibB_57369_r2	NonTargetingControlGuideForHuman_0341	1.2027e+05	1.2239e+05	1.2027e+05	1.2239e+05	0.025278	2.2596e+06	3.673e+07	0.35077	0.63712	0.36288	0.72576	0.84363	True
HGLibA_28770_r1	MED19	1.283e+05	1.3052e+05	1.283e+05	1.3052e+05	0.024805	2.4751e+06	4.0436e+07	0.34989	0.63679	0.36321	0.72642	0.84396	True
HGLibB_57734_r0	NonTargetingControlGuideForHuman_0706	1.0503e+05	1.0694e+05	1.0503e+05	1.0694e+05	0.026056	1.8319e+06	3.0028e+07	0.34931	0.63657	0.36343	0.72686	0.84402	True
HGLibB_10485_r1	COL10A1	40593	39656	40593	39656	-0.033686	4.3884e+05	7.3068e+06	0.34658	0.36445	0.63555	0.72891	0.84596	False
HGLibA_54844_r0	ZBTB22	1.6772e+05	1.6505e+05	1.6772e+05	1.6505e+05	-0.023218	3.5851e+06	6.0239e+07	0.34501	0.36505	0.63495	0.73009	0.84622	False
HGLibA_51246_r0	TRAF3	43242	44219	43242	44219	0.03223	4.772e+05	8.0268e+06	0.34482	0.63489	0.36511	0.73023	0.84622	True
HGLibA_02466_r1	APOBEC1	86799	85160	86799	85160	-0.027511	1.344e+06	2.2615e+07	0.34476	0.36514	0.63486	0.73027	0.84622	False
HGLibB_40376_r1	RBBP4	1.0747e+05	1.0555e+05	1.0747e+05	1.0555e+05	-0.025935	1.833e+06	3.107e+07	0.3435	0.36561	0.63439	0.73122	0.84659	False
HGLibA_13104_r2	DHFR	46727	47758	46727	47758	0.031463	5.3073e+05	9.0069e+06	0.34329	0.63431	0.36569	0.73138	0.84659	True
HGLibA_17351_r1	FGD4	52468	51352	52468	51352	-0.031027	6.2316e+05	1.07e+07	0.34129	0.36644	0.63356	0.73288	0.84659	False
HGLibA_31082_r0	NAIP	19012	19537	19012	19537	0.039301	1.3784e+05	2.3678e+06	0.34122	0.63353	0.36647	0.73294	0.84659	True
HGLibB_51183_r1	TRAF3	16502	16975	16502	16975	0.040718	1.1159e+05	1.9189e+06	0.34103	0.63346	0.36654	0.73308	0.84659	True
HGLibB_41045_r0	RGS5	27813	28508	27813	28508	0.035615	2.4162e+05	4.1662e+06	0.34057	0.63329	0.36671	0.73342	0.84659	True
HGLibA_04797_r2	BRF1	12776	12386	12776	12386	-0.044691	75947	1.3124e+06	0.3402	0.36685	0.63315	0.73371	0.84659	False
HGLibA_04784_r1	BRD8	75664	77124	75664	77124	0.027574	1.0659e+06	1.8439e+07	0.34002	0.63308	0.36692	0.73384	0.84659	True
HGLibB_43546_r2	SERPINI1	80127	81649	80127	81649	0.027157	1.1591e+06	2.0079e+07	0.33978	0.63299	0.36701	0.73402	0.84659	True
HGLibB_32219_r0	NOL12	2.3832e+05	2.4173e+05	2.3832e+05	2.4173e+05	0.020519	5.8268e+06	1.0158e+08	0.3387	0.63258	0.36742	0.73484	0.84678	True
HGLibA_56283_r0	ZNF573	14471	14046	14471	14046	-0.043047	90497	1.579e+06	0.33857	0.36747	0.63253	0.73494	0.84678	False
HGLibB_54542_r2	XRRA1	60162	61382	60162	61382	0.028971	7.4464e+05	1.3113e+07	0.337	0.63194	0.36806	0.73612	0.84767	True
HGLibA_21140_r0	HEPACAM2	1.3352e+05	1.3572e+05	1.3352e+05	1.3572e+05	0.023593	2.423e+06	4.2907e+07	0.33607	0.63159	0.36841	0.73682	0.84767	True
HGLibA_33949_r1	OR4C16	56606	57769	56606	57769	0.029332	6.7594e+05	1.1978e+07	0.33595	0.63155	0.36845	0.73691	0.84767	True
HGLibB_23140_r1	IL4R	84553	86116	84553	86116	0.026426	1.2216e+06	2.1751e+07	0.33515	0.63124	0.36876	0.73751	0.84767	True
HGLibB_43496_r1	SERPINB3	83363	81817	83363	81817	-0.027006	1.1951e+06	2.1297e+07	0.335	0.36881	0.63119	0.73762	0.84767	False
HGLibB_57212_r1	NonTargetingControlGuideForHuman_0184	86311	87885	86311	87885	0.026073	1.2388e+06	2.2427e+07	0.33238	0.6302	0.3698	0.7396	0.84951	True
HGLibB_57056_r0	NonTargetingControlGuideForHuman_0028	1.9274e+05	1.8989e+05	1.9274e+05	1.8989e+05	-0.021529	4.075e+06	7.4078e+07	0.33169	0.37006	0.62994	0.74012	0.84967	False
HGLibA_28741_r0	MED12	1.1517e+05	1.1711e+05	1.1517e+05	1.1711e+05	0.024073	1.8776e+06	3.4439e+07	0.33021	0.62938	0.37062	0.74124	0.85006	True
HGLibB_27015_r1	LPAR2	1.0019e+05	1.0193e+05	1.0019e+05	1.0193e+05	0.024922	1.5238e+06	2.7993e+07	0.32996	0.62928	0.37072	0.74143	0.85006	True
HGLibB_57858_r0	NonTargetingControlGuideForHuman_0830	5615.4	5820.7	5615.4	5820.7	0.051803	21081	3.8781e+05	0.32972	0.62919	0.37081	0.74161	0.85006	True
HGLibB_22014_r0	HPRT1	1.5149e+05	1.5383e+05	1.5149e+05	1.5383e+05	0.022175	2.7529e+06	5.1772e+07	0.32611	0.62783	0.37217	0.74434	0.85276	True
HGLibA_62423_r2	hsa-mir-581	21239	21782	21239	21782	0.036435	1.4756e+05	2.7912e+06	0.32516	0.62747	0.37253	0.74506	0.85292	True
HGLibB_57446_r1	NonTargetingControlGuideForHuman_0418	71526	72864	71526	72864	0.026739	8.9516e+05	1.696e+07	0.3249	0.62737	0.37263	0.74526	0.85292	True
HGLibA_33949_r2	OR4C16	33020	33768	33020	33768	0.032328	2.7998e+05	5.3763e+06	0.32273	0.62655	0.37345	0.7469	0.85424	True
HGLibB_23142_r1	IL4R	1.0768e+05	1.0948e+05	1.0768e+05	1.0948e+05	0.023911	1.6193e+06	3.1163e+07	0.32237	0.62641	0.37359	0.74717	0.85424	True
HGLibA_25289_r0	KLRC2	1.105e+05	1.1233e+05	1.105e+05	1.1233e+05	0.023705	1.6755e+06	3.2382e+07	0.32169	0.62616	0.37384	0.74769	0.85439	True
HGLibA_25767_r2	KRTAP4-5	59715	58563	59715	58563	-0.028087	6.6275e+05	1.2969e+07	0.3197	0.3746	0.6254	0.7492	0.85524	False
HGLibA_10496_r0	COL10A1	43166	42262	43166	42262	-0.030553	4.0913e+05	8.0058e+06	0.3197	0.3746	0.6254	0.7492	0.85524	False
HGLibA_43551_r0	SERPINB3	8345.5	8079.1	8345.5	8079.1	-0.0468	35487	6.9775e+05	0.31893	0.37489	0.62511	0.74978	0.85546	False
HGLibA_56283_r1	ZNF573	47740	48703	47740	48703	0.028813	4.6373e+05	9.2985e+06	0.31582	0.62393	0.37607	0.75214	0.85771	True
HGLibA_23069_r2	IL2	22941	22383	22941	22383	-0.0355	1.5548e+05	3.1297e+06	0.31521	0.3763	0.6237	0.7526	0.85781	False
HGLibB_19539_r0	GNPDA1	9665.2	9958	9665.2	9958	0.043051	42863	8.675e+05	0.31436	0.62337	0.37663	0.75325	0.8581	True
HGLibA_05827_r0	C1orf210	1.2981e+05	1.278e+05	1.2981e+05	1.278e+05	-0.022462	2.0107e+06	4.1146e+07	0.31263	0.37728	0.62272	0.75457	0.85881	False
HGLibB_57655_r1	NonTargetingControlGuideForHuman_0627	25492	26090	25492	26090	0.033447	1.7876e+05	3.6605e+06	0.31252	0.62268	0.37732	0.75465	0.85881	True
HGLibB_57626_r0	NonTargetingControlGuideForHuman_0598	42176	43044	42176	43044	0.029375	3.7634e+05	7.7345e+06	0.31195	0.62246	0.37754	0.75508	0.85882	True
HGLibB_48355_r2	TAS2R46	1.3914e+05	1.3704e+05	1.3914e+05	1.3704e+05	-0.021982	2.2134e+06	4.5622e+07	0.3115	0.37771	0.62229	0.75542	0.85882	False
HGLibA_40917_r2	RFESD	31305	30614	31305	30614	-0.032209	2.3887e+05	4.9667e+06	0.31014	0.37823	0.62177	0.75645	0.85955	False
HGLibB_57258_r1	NonTargetingControlGuideForHuman_0230	1.2735e+05	1.2931e+05	1.2735e+05	1.2931e+05	0.021999	1.9146e+06	3.9995e+07	0.30942	0.6215	0.3785	0.757	0.85974	True
HGLibB_29187_r2	MICU3	1.0365e+05	1.0532e+05	1.0365e+05	1.0532e+05	0.023016	1.3892e+06	2.9444e+07	0.30719	0.62065	0.37935	0.7587	0.86106	True
HGLibA_03783_r0	ATP8B2	45749	46655	45749	46655	0.028278	4.1003e+05	8.7281e+06	0.30653	0.6204	0.3796	0.7592	0.86106	True
HGLibB_57273_r1	NonTargetingControlGuideForHuman_0245	69989	71230	69989	71230	0.025367	7.7065e+05	1.6421e+07	0.30637	0.62034	0.37966	0.75932	0.86106	True
HGLibA_27619_r0	LUC7L	60909	59807	60909	59807	-0.026333	6.0684e+05	1.3356e+07	0.30145	0.38154	0.61846	0.76307	0.86487	False
HGLibB_57899_r0	NonTargetingControlGuideForHuman_0871	5.8528e+05	5.9114e+05	5.8528e+05	5.9114e+05	0.01438	1.7188e+07	3.8675e+08	0.29814	0.6172	0.3828	0.7656	0.86679	True
HGLibB_20704_r1	H1F0	53084	52101	53084	52101	-0.026959	4.8292e+05	1.0887e+07	0.29785	0.38291	0.61709	0.76582	0.86679	False
HGLibB_02464_r0	APOBEC1	91760	93234	91760	93234	0.022999	1.0871e+06	2.4564e+07	0.29752	0.61696	0.38304	0.76607	0.86679	True
HGLibB_42673_r0	SAP30BP	21191	21686	21191	21686	0.033355	1.2284e+05	2.7818e+06	0.29718	0.61684	0.38316	0.76633	0.86679	True
HGLibB_57655_r2	NonTargetingControlGuideForHuman_0627	32604	33281	32604	33281	0.02961	2.2856e+05	5.276e+06	0.29435	0.61575	0.38425	0.76849	0.8688	True
HGLibB_57173_r0	NonTargetingControlGuideForHuman_0145	57794	58825	57794	58825	0.025497	5.3098e+05	1.2354e+07	0.2932	0.61531	0.38469	0.76937	0.86924	True
HGLibB_57642_r1	NonTargetingControlGuideForHuman_0614	1.6143e+05	1.6364e+05	1.6143e+05	1.6364e+05	0.019607	2.4396e+06	5.6907e+07	0.29282	0.61517	0.38483	0.76966	0.86924	True
HGLibB_24909_r1	KIF4A	1.1265e+05	1.1097e+05	1.1265e+05	1.1097e+05	-0.021685	1.4122e+06	3.3324e+07	0.29112	0.38548	0.61452	0.77096	0.86983	False
HGLibB_03260_r0	ASCC3	19598	19140	19598	19140	-0.034115	1.0488e+05	2.477e+06	0.29101	0.38552	0.61448	0.77104	0.86983	False
HGLibB_57153_r1	NonTargetingControlGuideForHuman_0125	69643	68470	69643	68470	-0.024512	6.883e+05	1.6301e+07	0.2906	0.38568	0.61432	0.77135	0.86983	False
HGLibB_57324_r0	NonTargetingControlGuideForHuman_0296	2.116e+05	2.0894e+05	2.116e+05	2.0894e+05	-0.018247	3.5366e+06	8.5116e+07	0.28827	0.38657	0.61343	0.77314	0.8714	False
HGLibB_34512_r2	OR8U1	48675	49559	48675	49559	0.025957	3.9045e+05	9.5705e+06	0.28565	0.61243	0.38757	0.77515	0.87322	True
HGLibA_61075_r0	hsa-mir-4744	37901	37170	37901	37170	-0.028104	2.6731e+05	6.5986e+06	0.28464	0.38796	0.61204	0.77592	0.87328	False
HGLibB_27017_r1	LPAR2	52566	53499	52566	53499	0.025356	4.3438e+05	1.073e+07	0.28455	0.612	0.388	0.77599	0.87328	True
HGLibB_53698_r0	VPS33A	29043	28445	29043	28445	-0.030028	1.7897e+05	4.4431e+06	0.28383	0.38827	0.61173	0.77654	0.87346	False
HGLibB_34510_r1	OR8U1	46529	45687	46529	45687	-0.026342	3.5437e+05	8.95e+06	0.28141	0.3892	0.6108	0.7784	0.87493	False
HGLibA_27614_r2	LTN1	65862	66950	65862	66950	0.023641	5.9205e+05	1.5002e+07	0.28094	0.61062	0.38938	0.77876	0.87493	True
HGLibA_02180_r1	ANO4	90078	88709	90078	88709	-0.022098	9.3738e+05	2.3897e+07	0.28009	0.3897	0.6103	0.77941	0.87493	False
HGLibA_11401_r0	CSNK2A1	51512	50608	51512	50608	-0.025535	4.0836e+05	1.0411e+07	0.28008	0.38971	0.61029	0.77941	0.87493	False
HGLibB_57395_r1	NonTargetingControlGuideForHuman_0367	2.1711e+05	2.1449e+05	2.1711e+05	2.1449e+05	-0.017458	3.4096e+06	8.8429e+07	0.2777	0.39062	0.60938	0.78125	0.87654	False
HGLibB_48198_r1	TAF8	34877	34209	34877	34209	-0.027879	2.2279e+05	5.8316e+06	0.27642	0.39111	0.60889	0.78222	0.87719	False
HGLibB_57312_r2	NonTargetingControlGuideForHuman_0284	1.8331e+05	1.856e+05	1.8331e+05	1.856e+05	0.017864	2.6082e+06	6.8752e+07	0.27545	0.60852	0.39148	0.78297	0.87732	True
HGLibB_57308_r0	NonTargetingControlGuideForHuman_0280	14214	14556	14214	14556	0.03423	58249	1.5376e+06	0.27526	0.60844	0.39156	0.78312	0.87732	True
HGLibB_01954_r2	ANKFN1	36416	35733	36416	35733	-0.02733	2.3351e+05	6.2181e+06	0.27405	0.39202	0.60798	0.78404	0.87791	False
HGLibA_42705_r1	SAMHD1	62968	63992	62968	63992	0.023283	5.2476e+05	1.4033e+07	0.27348	0.60776	0.39224	0.78449	0.87796	True
